item_id,manage_number
2884193,BU007072
2884247,A0084300
2884276,A0084301
2884310,XI006126
2884332,A0084324
2884333,A0084325
2884334,A0084326
2884378,RV008403
2884435,PZ028678
2884455,YP013438
2884456,YP013439
2884462,AD010197
2884466,A0084356
2884467,A0084357
2884503,A0084381
2884541,YP013440
2884542,VM006621
2884548,YF010133
2884565,A0084392
2884580,OW007683
2884590,RT011893
2884619,PP007847
2884620,OZ016173
2884625,RY011979
2884644,IY016071
2884676,FP018699
2884697,GZ018650
2884711,A0084445
2884726,XI006132
2884745,KJ015385
2884768,VO004392
2884777,OW007684
2884778,A0084470
2884785,VO004396
2884788,YF010140
2884796,WU005246
2884797,WU005247
2884805,XH006814
2884846,A0084499
2884864,A0084517
2884879,A0084525
2884904,PP007850
2884967,RT011907
2885107,ID019611
2885111,RT011915
2885133,AD010203
2885134,AD010204
2885144,A0084606
2885161,GE017203
2885189,YZ023482
2885204,A0084620
2885226,YP013442
2885238,DB016626
2885267,SU016253
2885326,PG027853
2885327,PG027854
2885370,A0084670
2885420,WA011599
2885951,YV010165
2885958,RZ007179
2885959,RZ007180
2885984,A0084866
2885988,A0084869
2885999,A0084871
2886002,XB005689
2886016,RX009046
2886040,IW017138
2886051,A0084876
2886052,A0084877
2886053,A0084878
2886092,A0084894
2886093,A0084895
2886157,A0084906
2886166,WA011603
2886200,FH023550
2886201,FH023551
2886210,A0084921
2886211,A0084922
2886227,A0084927
2886230,YZ023538
2886242,A0084932
2886246,SU016256
2886250,PG027868
2886253,PG027871
2886285,A0084950
2886290,VX007210
2886344,A0084967
2886403,VO004402
2886404,VO004403
2886420,EN014026
2886422,XS004595
2886439,IU015847
2886440,YP013465
2886461,ID019620
2886540,EX014125
2886543,A0085025
2886544,XA007297
2886566,KJ015388
2886630,XH006838
2886663,A0085076
2886675,TU035082
2886676,TU035083
2886679,XH006840
2886687,XP005511
2886690,XP005512
2886691,XP005513
2886695,A0085091
2886734,NU024845
2886759,PA020156
2886791,A0085122
2886818,YE009491
2886834,TW012220
2886835,EF017969
2886839,YY005238
2886919,EX014129
2886957,OW007695
2886971,XR005666
2887043,IU015848
2887045,A0085187
2887046,A0085188
2887241,FH023598
2887245,WP009809
2887306,A0085254
2887307,YA010719
2887308,YA010720
2887309,YA010721
2887310,YA010722
2887311,YA010723
2887312,YA010724
2887313,YA010725
2887314,YA010726
2887342,A0085261
2887343,A0085262
2887357,A0085272
2887363,AD010223
2887422,A0085291
2887514,A0085315
2887526,HV019089
2887527,XG005386
2887528,A0085319
2887584,YZ023555
2887592,NU024852
2887600,A0085343
2887603,XY007183
2887607,YF010153
2887622,A0085351
2887643,PG027935
2887644,A0085355
2887658,GJ021588
2887676,A0085365
2887746,AC007702
2887747,AC007703
2887758,GZ018660
2887765,PH018437
2887805,SU016265
2887808,MC017234
2887833,A0085411
2887838,YY005259
2887839,YY005260
2887840,YY005261
2887888,A0085423
2887901,A0085425
2887905,FH023617
2887970,OZ016194
2887971,OZ016195
2887998,XY007184
2888006,A0085463
2888009,GZ018661
2888010,GZ018662
2888012,A0085465
2888029,A0085469
2888057,A0085481
2888058,FH023621
2888076,A0085482
2888117,YF010165
2888264,GJ021593
2888340,FN016100
2888369,FN016101
2888422,A0085576
2888437,XG005406
2888438,BW008185
2888486,A0085599
2888502,A0085609
2888525,EN014033
2888538,IY016097
2888626,BZ007054
2888635,A0085653
2888656,FH023629
2888657,FH023630
2888670,FN016104
2888672,FH023631
2888683,VX007241
2888691,A0085668
2888756,GN018743
2888806,PA020171
2888813,A0085716
2888824,YY005276
2888825,YY005277
2888900,A0085748
2888946,A0085775
2889087,RZ007185
2889090,MC017268
2889171,EN014036
2889260,SD015477
2889298,A0085877
2889299,A0085878
2889315,XJ005357
2889334,CR023174
2889341,A0085884
2889398,PO020288
2889399,RT011933
2889452,PG027962
2889453,PG027963
2889455,PG027965
2889479,PG027968
2889482,RZ007188
2889516,YP013488
2889552,MC017272
2889555,RZ007191
2889571,IY016118
2889605,A0085961
2889607,A0085962
2889648,A0085970
2889653,WU005258
2889689,A0085987
2889702,BJ008649
2889739,A0086001
2889860,A0086057
2889898,VO004422
2889905,VU007445
2889937,RY012001
2889939,SD015480
2889961,AG008641
2889969,AG008642
2890048,CS011746
2890049,A0086110
2890095,PO020293
2890138,PG027982
2890268,A0086164
2890269,A0086165
2890474,YE009540
2890498,A0086257
2890499,VX007287
2890500,VX007288
2890506,A0086259
2890516,A0086262
2890552,WU005261
2890565,A0086281
2890566,A0086282
2890673,FH023669
2890891,HN005724
2891514,OU006911
2891554,YZ023621
2892646,OU006929
